var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20,var_21,var_22,var_23,var_24,var_25,var_26,var_27,var_28,var_29,var_30,var_31,var_32,var_33,var_34,var_35,var_36,var_37,var_38,var_39,var_40,select_1,select_2,select_3,select_4,select_5,select_6,select_7,select_8,select_9,select_10,select_11,select_12,select_13,select_14,select_15,select_16,select_17,select_18,select_19,select_20,select_21,select_22,select_23,select_24,select_25,select_26,select_27,select_28,select_29,select_30,select_31,select_32,select_33,select_34,select_35,select_36,select_37,select_38,select_39,select_40,saturated_1,saturated_2,saturated_3,saturated_4,saturated_5,saturated_6,saturated_7,saturated_8,saturated_9,saturated_10,saturated_11,saturated_12,saturated_13,saturated_14,saturated_15,saturated_16,saturated_17,saturated_18,saturated_19,saturated_20,saturated_21,saturated_22,saturated_23,saturated_24,saturated_25,saturated_26,saturated_27,saturated_28,saturated_29,saturated_30,saturated_31,saturated_32,saturated_33,saturated_34,saturated_35,saturated_36,saturated_37,saturated_38,saturated_39,saturated_40,nominal_1,nominal_2,nominal_3,nominal_4,nominal_5,nominal_6,nominal_7,nominal_8,nominal_9,nominal_10,nominal_11,nominal_12,nominal_13,nominal_14,nominal_15,nominal_16,nominal_17,nominal_18,nominal_19,nominal_20,nominal_21,nominal_22,nominal_23,nominal_24,nominal_25,nominal_26,nominal_27,nominal_28,nominal_29,nominal_30,nominal_31,nominal_32,nominal_33,nominal_34,nominal_35,nominal_36,nominal_37,nominal_38,nominal_39,nominal_40,active_1,active_2,active_3,active_4,active_5,active_6,active_7,completion_index,simple_saturated_V_var,simple_saturated_V_model,simple_saturated_R,simple_saturated_screen,simple_selected_V_var,simple_selected_V_model,simple_selected_R,simple_selected_screen,simple_nominal_V_var,simple_nominal_V_model,simple_nominal_R,simple_nominal_screen,strong_saturated_V_var,strong_saturated_V_model,strong_saturated_R,strong_saturated_screen,strong_selected_V_var,strong_selected_V_model,strong_selected_R,strong_selected_screen,strong_nominal_V_var,strong_nominal_V_model,strong_nominal_R,strong_nominal_screen,forward_saturated_V_var,forward_saturated_V_model,forward_saturated_R,forward_saturated_screen,forward_selected_V_var,forward_selected_V_model,forward_selected_R,forward_selected_screen,forward_nominal_V_var,forward_nominal_V_model,forward_nominal_R,forward_nominal_screen,knockoff_V,knockoff_R
2,4,3,0,6,27,39,1,13,17,33,5,16,10,28,24,11,21,20,18,7,26,30,34,25,22,8,36,37,14,32,29,12,38,23,19,31,15,35,9,0.0,0.0,0.0,0.0,0.086999999999999966,0.47950000000000004,0.64900000000000002,0.98199999999999998,0.59750000000000003,0.19475000000000001,0.84925000000000006,0.46249999999999991,0.57999999999999996,0.87575000000000003,0.0095000000000000639,0.64100000000000001,0.72449999999999992,0.44100000000000006,0.70525000000000004,0.36725000000000002,0.086000000000000076,0.62875000000000003,0.45774999999999999,0.84949999999999992,0.16575000000000001,0.17899999999999999,0.82174999999999998,0.63100000000000001,0.91074999999999995,0.44074999999999998,0.77925,0.28275000000000006,0.55900000000000005,0.51275000000000004,0.82750000000000001,0.45600000000000002,0.31850000000000001,0.30225000000000002,0.016000000000000014,0.46875,0.24565702859170857,1.7824719478198858e-10,0.091434782746886212,0.02839846094106413,0.49094334406472773,0.48856039605421797,0.97636600442458632,0.99744223271421828,0.77109571646255992,0.47545923215569652,0.91233196735570465,0.74546083889120562,0.74573907047312815,0.016957976522136597,0.013385978030684642,0.91002222991573767,0.082652107100811945,0.64249012892338286,0.2545363846281084,0.036103669069781887,0.070588708593649185,0.70614660529442275,0.59676497363603198,0.34908095980234444,0.072814387830621483,0.3074583885672279,0.96018851428924967,0.95881054554390244,0.55750515544822909,0.48008036216722877,0.54886028970166179,0.64347326603796717,0.71268305800669107,0.39447108611278692,0.68558672535781739,0.2998585922925851,0.29209554723886388,0.12169078723655309,0.16961025140775376,0.4476817906284965,6.0627705176598946e-60,1.1509644149602708e-25,4.1555226022344921e-11,2.0089610409221675e-07,0.0011045909192254572,0.013125886298252272,0.024743790853409706,0.080550219964586889,0.068972954022046867,0.16138124896793504,0.21073838818406421,0.17372817314662092,0.17763084484322356,0.27799589812135417,0.25115918285499839,0.20790348759690735,0.31001780032071768,0.26295153374942759,0.27396018168297731,0.30411763946806136,0.37379472114220857,0.43645253309508392,0.41922074677359211,0.4826980060160676,0.5396247944861633,0.56105526766557245,0.56355085585356157,0.5532791169781035,0.65015644301095232,0.60194072819771205,0.63306643295776932,0.62195374260280178,0.63645543995524501,0.72897637446497776,0.75776977585567917,0.83287759551492058,0.82980703987184445,0.89442824391231379,0.98850040747961587,0.99746249148099153,0,1,2,3,4,5,6,12,0,0,0,0,0,0,4,0,2,0,7,0,0,0,2,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,5,0,4,0,10,0,2,6
1,0,20,5,6,3,2,28,4,17,18,31,39,14,30,38,12,24,8,32,9,11,16,15,10,25,36,23,7,35,27,34,26,22,21,19,13,37,33,29,0.0,0.0,0.0,0.0,0.0,0.0097499999999999254,0.25600000000000001,0.33450000000000002,0.18175000000000008,0.69825000000000004,0.17025000000000001,0.71150000000000002,0.42524999999999991,0.95025000000000004,0.64274999999999993,0.47499999999999998,0.34400000000000008,0.24625,0.53574999999999995,0.50124999999999997,0.90000000000000002,0.44450000000000001,0.4837499999999999,0.78974999999999995,0.45324999999999993,0.76249999999999996,0.47275,0.89275000000000004,0.19275,0.57075000000000009,0.18425,0.50774999999999992,0.01125,0.46450000000000002,0.36624999999999996,0.66999999999999993,0.67425000000000002,0.89650000000000007,0.20849999999999999,0.49475000000000002,0.62564477899621851,1.1779604403017174e-08,0.16030488199424031,0.00068722694938410213,8.1979191568493093e-07,0.14263685441308938,0.54275432799694379,0.74045381494142859,0.1773710278319518,0.24178358314317161,0.24871343900117537,0.84930947386983591,0.3671942513898816,0.80095630849357147,0.90842616043100499,0.878942928411099,0.9645730266998116,0.95599005479972554,0.58366831550056641,0.88494803915941755,0.77904894353954701,0.39291655624378219,0.77646119468163888,0.73351273515414173,0.7263765850869861,0.35357683748530255,0.55170738596258673,0.31346353453585235,0.13224899667569109,0.67915835560373228,0.46199239627071575,0.52391398258427768,0.33935779857838561,0.94698652902392422,0.77035725820872147,0.56499309606098769,0.65009793122798198,0.6707023194303835,0.2067668097194019,0.49135882446102125,1.3708541094436375e-57,1.2468310344550962e-26,1.9421778252843672e-11,1.5424294187114878e-07,6.500678473312483e-07,0.0001449078390939274,0.0052978248833334485,0.0092725013094874763,0.00525741470696456,0.065904073598645058,0.03614991500375743,0.11153128668845728,0.17507523611873776,0.17605098734871527,0.22972452945417809,0.24589878252188935,0.32630327741881937,0.38919891577200805,0.41129822047089226,0.3445379608547694,0.45475318256172725,0.40694611384037149,0.47356571771906042,0.48255220894568129,0.50674191730638807,0.52231231809622192,0.56786142974381582,0.61335329203877476,0.58568333138224316,0.68884102600661667,0.7308852137728441,0.76841856128347952,0.88855420271219432,0.89964413249599395,0.93742476042060197,0.9443854511418972,0.94533437920154839,0.95210023805517652,0.98329575352766596,0.98974574729693721,0,1,2,3,4,5,6,9,0,0,0,0,1,0,6,0,2,0,9,1,1,0,4,0,1,0,5,0,1,0,6,0,0,0,0,0,1,0,7,0,7,5,14,1,2,6
4,3,2,30,6,0,1,5,39,25,22,28,37,14,19,13,11,16,36,34,12,32,9,20,29,26,35,10,33,8,38,18,31,23,24,15,27,7,17,21,0.0,0.0,0.0,0.0,0.0,0.016250000000000098,0.00075000000000002842,0.72999999999999998,0.66074999999999995,0.75475000000000003,0.80750000000000011,0.38900000000000001,0.86575000000000002,0.35600000000000009,0.53925000000000001,0.84549999999999992,0.17474999999999999,0.051999999999999998,0.88100000000000001,0.47500000000000009,0.6925,0.51075000000000004,0.17724999999999991,0.64175000000000004,0.27524999999999999,0.49150000000000005,0.32374999999999998,0.71825000000000006,0.54400000000000004,0.26400000000000001,0.73350000000000004,0.52075000000000005,0.86375000000000002,0.95874999999999999,0.81499999999999995,0.74249999999999994,0.84850000000000003,0.60999999999999999,0.96350000000000002,0.015500000000000069,2.4432134093643754e-09,7.3035844039281983e-10,0.49294955315021771,0.39750196565835361,0.045218025933702721,0.086234047705866818,0.0013673582409252649,0.8029898699897241,0.39338730395291699,0.72406815642873135,0.7699338826212887,0.33630831270032657,0.6104534462568032,0.50288085245954628,0.83502550308846524,0.28828837418711362,0.10532118726536704,0.48293604160954823,0.89069978076115974,0.47032060178927804,0.55239510862239716,0.33514881575935623,0.47036701854432938,0.38126893493787906,0.76697226722409639,0.25155737610706064,0.69307356425276367,0.91483661063009247,0.34624600958071999,0.31876853294308027,0.74705922089976051,0.73029929775404567,0.98935892390191649,0.92465770329478825,0.86823681981503442,0.82351090204713095,0.95628477232594755,0.73496179140975548,0.62169456981604443,0.014706319880109398,7.9377519887042703e-55,1.5804193901963712e-27,1.2805526273920451e-10,1.6596960604882182e-08,7.4836917999191625e-06,0.0003405183320092262,0.00068050514234745964,0.042761595729707835,0.068444087495042744,0.12492421912974998,0.13609953205817199,0.17593617260386663,0.27865671947958437,0.20283490757033085,0.35553513217918464,0.33196255244035733,0.28204860429835776,0.47658900913020441,0.41331060581362034,0.48640577338497037,0.47174797740079277,0.50144753352351024,0.45596943362997466,0.48128907011534705,0.53922321473677015,0.64855740776295079,0.71989520464312395,0.7433331241325748,0.77234047787580429,0.74191985662892757,0.77704443826111302,0.80573448923261903,0.82816427787210567,0.83812009676818822,0.85994646053460855,0.86238894414450173,0.86700330478338783,0.93082428907976889,0.95019206906644749,0.99968909093609626,0,1,2,3,4,5,6,8,0,0,2,0,1,0,7,0,1,0,8,1,0,0,2,0,1,0,5,0,1,0,5,0,0,0,2,0,1,0,7,0,5,4,12,1,2,5
1,0,3,4,5,6,22,7,19,27,16,35,25,15,31,21,36,24,11,33,9,12,10,29,2,18,13,23,38,14,8,28,20,17,34,39,30,37,26,32,0.0,0.0,0.0,0.0,0.0,0.0017499999999999183,0.61149999999999993,0.57350000000000001,0.73475000000000001,0.78925000000000001,0.97900000000000009,0.42399999999999999,0.23724999999999999,0.73650000000000004,0.28075000000000006,0.49475000000000002,0.44,0.70125000000000004,0.066999999999999948,0.48825000000000007,0.25675000000000003,0.19399999999999995,0.0052500000000000003,0.8567499999999999,0.31850000000000001,0.4955,0.54899999999999993,0.029000000000000001,0.16325000000000001,0.13400000000000001,0.9395,0.44224999999999998,0.71249999999999991,0.90474999999999994,0.90300000000000002,0.5754999999999999,0.98175000000000001,0.39024999999999999,0.0087500000000000355,0.9577500000000001,5.7749582893507068e-11,0.00018546045893463869,0.391747414323529,0.035687718995354611,0.022655764781572607,0.015868086531866554,0.60237421085914189,0.597655156617936,0.6022585270934806,0.78738670856088333,0.79311110361096437,0.57378029624395799,0.13909255438912976,0.71486759513989617,0.50474512557327378,0.61319361645863113,0.06671207316624192,0.54711755998299672,0.12578842830957027,0.8837292590661987,0.10254935136853649,0.29007245209602767,0.3269229213110908,0.7098074721497738,0.91545826811237019,0.013578524809505117,0.96974622702499169,0.026246126610541785,0.11074856641584695,0.24748725074852596,0.52184941527996853,0.38783665598211475,0.8280617872082815,0.9590278068463195,0.80260085380721802,0.54731681125067944,0.69449856836234169,0.0052020753402922957,0.0077551740023471538,0.97608999201984403,6.3925395059697508e-44,6.591180930131084e-23,3.7416534029525946e-14,4.8170478933380563e-10,2.4305202365570523e-08,1.3872224114348667e-05,0.018801316173328451,0.017191229265187222,0.030405941318801078,0.039426169265643018,0.056647634377810729,0.13100732246312302,0.06006741812075693,0.22707110419549137,0.28448012861255489,0.23143192146608593,0.34475935832808702,0.28261412189157931,0.3371776897858636,0.40690508689484872,0.30190656290950735,0.47327508343513425,0.62606031194021938,0.63732856990169273,0.69696186184650699,0.70011738391626277,0.68465338932958053,0.72589568063513887,0.72147507739402894,0.77875497826009643,0.76968992930787361,0.74295379729573285,0.80722601257515292,0.86277210596534226,0.89197193071380543,0.87369077361797776,0.90347391309814962,0.95147374718922617,0.95659713239366595,0.97902654746300566,0,1,2,3,4,5,6,25,0,0,2,0,0,0,6,0,4,0,10,0,0,0,2,0,0,0,5,0,0,0,6,0,0,0,2,0,0,0,6,0,8,0,14,0,1,3
5,2,0,4,3,6,19,1,28,27,25,33,18,24,39,17,13,23,31,16,38,30,11,32,7,29,26,34,12,37,20,35,21,15,9,10,22,36,8,14,0.0,0.0,0.0,0.0,0.0,0.038249999999999895,0.0057499999999999999,0.00075000000000002842,0.88549999999999995,0.7942499999999999,0.94099999999999995,0.54349999999999998,0.21224999999999999,0.36399999999999999,0.12650000000000006,0.78925000000000001,0.17599999999999999,0.35949999999999993,0.66225000000000001,0.58725000000000005,0.95974999999999999,0.31200000000000006,0.60324999999999995,0.2629999999999999,0.94500000000000006,0.93325000000000002,0.65874999999999995,0.23225000000000007,0.40649999999999997,0.41575000000000001,0.01125,0.032250000000000001,0.51875000000000004,0.59924999999999995,0.78350000000000009,0.35650000000000004,0.74075000000000002,0.70999999999999996,0.873,0.97324999999999995,0.50249525141815976,0.40004987244435375,0.0044443826244195961,0.046931461174542166,0.0016117786397686906,0.56916950373545216,0.36205080571166687,0.0031173631095464671,0.57008762272963021,0.45524475660846431,0.49364235933593292,0.20284023750510374,0.59514803361396051,0.14086463456627374,0.18254648699875542,0.24483204859156094,0.14222099465984434,0.39439496153752129,0.79648932826480612,0.77117825710620713,0.72110790659566271,0.24933553509890882,0.91639950274214099,0.24471019421080586,0.91825915951405257,0.98887974617091734,0.44413134162426426,0.13105289754849059,0.26750925331926301,0.67225447846526465,0.74670512712133796,0.43558198074504861,0.8512068196579976,0.71609579319556971,0.42910144172756493,0.5012918866961833,0.67849255606781322,0.90672911733006234,0.95788723144551835,0.96574137333060583,8.2348710583980527e-54,1.1277539428379602e-19,1.365934683113703e-12,7.8036350463476537e-09,8.247086813221016e-07,0.00070999366299256711,0.00028702543333165994,8.6014188445475824e-05,0.033968772547273381,0.11549571444145683,0.069686507954839494,0.12303872605765959,0.18626449162977288,0.22049197917579644,0.17248668151582036,0.17176856493568404,0.18793564772014126,0.28838432625757138,0.31426206297150006,0.27595912906004783,0.36410487237350919,0.42642751586081196,0.48039244440209083,0.32297474924643244,0.39556774013530738,0.39026561253110392,0.47816820363576107,0.43607161524908633,0.59561538370329803,0.65224107360803429,0.79929833826169683,0.87471885007634309,0.88595984958745766,0.90019681006344388,0.9086755532131009,0.9021645316974557,0.90977428943132743,0.93394601212742601,0.95929024365105675,0.98098051733038572,0,1,2,3,4,5,6,8,0,0,0,0,1,0,8,1,2,0,9,1,0,0,3,0,0,0,5,0,0,0,6,0,0,0,0,0,1,0,8,1,6,5,13,1,0,3
6,5,2,4,3,0,1,17,18,27,30,22,15,16,20,10,9,28,29,31,39,12,32,19,13,25,38,35,34,14,8,11,21,36,24,33,37,7,26,23,0.0,0.0,0.0,0.0,0.0012499999999999734,0.0024999999999999467,0.0095000000000000639,0.89250000000000007,0.71375000000000011,0.2330000000000001,0.74199999999999999,0.66500000000000004,0.56574999999999998,0.78425,0.61724999999999997,0.83025000000000004,0.84600000000000009,0.63349999999999995,0.68049999999999999,0.96625000000000005,0.76000000000000001,0.4870000000000001,0.20225000000000001,0.86575000000000002,0.62375000000000003,0.49774999999999991,0.67399999999999993,0.43924999999999997,0.11325000000000007,0.83199999999999996,0.40525000000000011,0.24574999999999991,0.87975000000000003,0.022250000000000103,0.41299999999999998,0.86199999999999999,0.33250000000000002,0.48199999999999998,0.18225000000000002,0.98324999999999996,1.6347331065702519e-05,0.97094577711346219,0.00029806837895507421,0.014840847096649012,0.47397323915125433,0.42303286777065563,0.014959418145915393,0.4259546097660144,0.55646197712529988,0.56809908059729919,0.53937752625377366,0.94764094963304935,0.82396057353485874,0.83115900291000067,0.66437468435677927,0.82183175086690152,0.64988192891669572,0.93824932369614522,0.43533269911236144,0.88776987342027303,0.50597316214163746,0.74273989218057057,0.42433586423285941,0.83647533021139431,0.40313420499088948,0.54788081968474156,0.089793687062976746,0.22736970042485838,0.13082339399736975,0.45078762226503577,0.35061225712469879,0.44044821512391241,0.35634071467363271,0.081912745719860069,0.57689139715644422,0.48915938553554306,0.1987890208731804,0.92761562826829425,0.1910880883259678,0.94927203559518281,3.0151408429024276e-70,4.7278522921274405e-28,4.2716271809417537e-17,1.9379453149027019e-09,9.4332612977429006e-05,0.00014200828722735074,0.0019046131401932972,0.023673370428806975,0.060198403835263856,0.048184265119563925,0.08406700309923637,0.11070985041443183,0.15558916898656019,0.15139445287088335,0.13540381036494631,0.15178730808528632,0.19781836801277186,0.22883487311724438,0.24224906337947039,0.23680234121387134,0.28354167032915278,0.36138323233974079,0.40066509112073434,0.39087341048748514,0.38592128171348017,0.39945461396681026,0.43006075286056833,0.47004709857815374,0.42242041541767184,0.49750813708128538,0.5551497747791343,0.645942656043482,0.65061169463500312,0.80811498195104037,0.83259282779099086,0.88048748423896916,0.92666845700459577,0.91532267749929996,0.91866330497331194,0.96463990618584394,0,1,2,3,4,5,6,7,0,0,1,0,0,0,7,1,1,0,8,1,0,0,3,0,0,0,4,0,0,0,6,0,0,0,1,0,0,0,7,1,7,7,14,1,3,9
5,6,2,4,1,0,7,33,28,3,9,8,29,17,20,16,32,25,11,34,19,21,30,14,38,12,15,31,26,22,36,27,37,13,24,39,35,23,18,10,0.0,0.0,0.0,0.0,0.0,0.11624999999999996,0.52550000000000008,0.93100000000000005,0.92375000000000007,0.016250000000000098,0.44324999999999992,0.70599999999999996,0.39474999999999993,0.85349999999999993,0.25524999999999998,0.98924999999999996,0.70350000000000001,0.996,0.33825,0.35475000000000001,0.437,0.28599999999999998,0.084250000000000005,0.1055,0.8085,0.57525000000000004,0.60749999999999993,0.28725000000000001,0.037500000000000089,0.66074999999999995,0.70550000000000002,0.65775000000000006,0.4850000000000001,0.44124999999999998,0.4365,0.4910000000000001,0.61675000000000002,0.5442499999999999,0.028000000000000001,0.23200000000000001,1.2414127681381615e-07,0.00019232427951343389,0.0008136149763127154,0.099307254414679802,0.020243207944655062,0.74660466007602877,0.076269359143128865,0.15153590669879069,0.13400545380631326,0.12975536674348476,0.33153068508522177,0.64206628219076323,0.93787277928598467,0.54282936299475382,0.30426347035420553,0.39493183598138354,0.97435830690608261,0.61109928683266745,0.89687783287698397,0.27490196166996528,0.1413522476546494,0.778194704931086,0.070100108863773353,0.085147822543391358,0.64937510045707736,0.89871754079890054,0.874520395092383,0.19055591042522591,0.17598266850311184,0.4874653368887184,0.87959233135598525,0.33834829205998052,0.73323448125441315,0.47307986195516288,0.36500477635365763,0.92795585346572151,0.87579284696580728,0.022603021359453024,0.016446142852621637,0.23411432726305217,1.180871138719468e-62,1.2125180531894543e-26,5.5461310731906732e-15,4.0187081210144967e-08,7.0834480220574455e-06,0.0020828497890595641,0.023145823656345665,0.041990852210254725,0.047590511536225205,0.035856433074009084,0.091418409034011924,0.067493328109455228,0.1720121745704335,0.14671636872285568,0.23967421720204019,0.32906438117637826,0.31070214877175584,0.28243244474320128,0.3687095874525993,0.42082363429387493,0.42043707627170113,0.51390698724065942,0.60442884800259455,0.51187849748430958,0.60210513890412565,0.60546960176046172,0.59334504835904822,0.55569135777854239,0.7199482005279001,0.7327944599192473,0.72319689967709944,0.75450448805130266,0.76303768313968645,0.8226354098086861,0.82682703165989202,0.88284186219280913,0.89513608686247614,0.93133851415912716,0.93234071141659902,0.99119703663175163,0,1,2,3,4,5,6,10,0,0,3,0,0,0,5,0,3,0,10,1,0,0,3,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,6,0,7,4,14,1,1,6
0,1,5,6,4,3,2,26,25,27,39,15,14,19,16,33,29,34,11,23,13,20,17,28,21,24,22,37,31,30,9,8,32,18,38,10,36,35,7,12,0.0,0.0,0.0,0.0,0.0,0.0,0.12799999999999989,0.48825000000000007,0.79949999999999999,0.25750000000000001,0.1140000000000001,0.32300000000000001,0.096000000000000085,0.23175000000000001,0.80525000000000002,0.90949999999999998,0.96974999999999989,0.74299999999999999,0.59175,0.19900000000000007,0.15650000000000008,0.077250000000000041,0.66425000000000001,0.30399999999999999,0.95574999999999999,0.96324999999999994,0.22449999999999992,0.85550000000000004,0.46899999999999997,0.92599999999999993,0.47425,0.30075000000000007,0.23425000000000007,0.87424999999999997,0.18849999999999989,0.83725000000000005,0.47124999999999995,0.5169999999999999,0.051249999999999997,0.55225000000000002,7.3471195940477685e-05,0.61213189874200757,1.2170636218389319e-05,0.65748543201878906,0.031821879526983565,0.048211786967882864,0.036813354268125043,0.48120895513875772,0.34915634535727874,0.82433952947683209,0.83744816704705705,0.72439923690245889,0.59989082025570806,0.6112055765186718,0.91064902974399464,0.68111412416554917,0.31528034946856298,0.54328643897417717,0.18590380316424593,0.18251554197982434,0.58982155848356133,0.072532821661503988,0.92270374641500363,0.68733126060695615,0.63489239259105845,0.6020318241176994,0.27491468339124925,0.94225049463181643,0.81855890387739838,0.72412184872757934,0.41012650515265187,0.21759841385737833,0.41266826449770533,0.50318424140261708,0.44225300895498787,0.81045557388019529,0.5728878944488911,0.23544285834088341,0.26961380158329884,0.54264606122259096,7.5785025485782084e-58,9.2064580993707006e-24,4.8405280215539404e-16,1.7655814696785019e-09,1.3336193945350429e-07,7.7360874720954325e-06,0.0020229125824414106,0.045512357861090216,0.12543305894483636,0.16551227800507573,0.25836350942200892,0.28096901072909264,0.33928819239727837,0.42453830207097265,0.39270743356208238,0.43107596032751738,0.50413070802991755,0.48925521671096306,0.48283181831895261,0.44220263838097384,0.55359557831341477,0.48244166652362064,0.55357252703831517,0.60347489894175466,0.54526498274092261,0.51295453742271013,0.64646223583369866,0.68617679255312924,0.68748544249932642,0.71169511353989001,0.75903263867465798,0.72035718454352238,0.77454198475220148,0.81688666404457244,0.85782219971396101,0.88571285110231179,0.94034135000730823,0.9548995096477324,0.99213786534040715,0.99766407999652684,0,1,2,3,4,5,6,7,0,0,1,0,0,0,6,0,1,0,8,1,0,0,3,0,0,0,6,0,0,0,5,0,0,0,1,0,0,0,7,1,3,3,10,1,1,7
5,2,1,4,6,0,3,9,34,12,32,11,31,33,28,18,30,38,15,19,27,10,13,26,16,25,24,36,29,14,17,21,35,20,8,7,23,39,22,37,0.0,0.0,0.0,0.0,0.0,0.00075000000000002842,0.12424999999999997,0.16750000000000001,0.57874999999999999,0.84400000000000008,0.83750000000000002,0.60524999999999995,0.43650000000000011,0.71225000000000005,0.53725000000000001,0.57925000000000004,0.071249999999999994,0.87450000000000006,0.88900000000000001,0.99124999999999996,0.60424999999999995,0.35149999999999992,0.72899999999999998,0.94425000000000003,0.75849999999999995,0.76750000000000007,0.43474999999999997,0.34400000000000008,0.022249999999999999,0.054000000000000048,0.25425000000000009,0.23124999999999996,0.86325000000000007,0.3095,0.042999999999999997,0.65049999999999997,0.31524999999999997,0.70625000000000004,0.49374999999999991,0.52350000000000008,2.5912605394751154e-12,0.11253176049453617,1.8701780568619597e-08,0.3026974509629663,0.031786113500916979,0.1864797117412933,0.042617712808248109,0.3939682795774912,0.75871684514602611,0.60661560479186938,0.76714792436210688,0.47534532655873096,0.46849921833086472,0.067235300703932396,0.34722018162398344,0.85884527860300586,0.12240448721240921,0.9238629627418864,0.99644215910515088,0.82271078964405675,0.94312066150710527,0.40078028143782607,0.86877388475021766,0.85132848978664311,0.81315146205650235,0.64039287679789947,0.55001045326470521,0.17313367761810317,0.034942488488130363,0.040655572205987367,0.85205284679793936,0.45641834416969385,0.47209854225579784,0.13865627075839357,0.16373341148017934,0.37150392891867307,0.39986856281005323,0.86723387131953467,0.37190477817391709,0.53715921208565853,3.939520481017584e-55,1.1241336936165425e-25,4.8423239138504603e-21,1.0252341485588837e-08,8.8339099264615864e-06,0.00010737336662727421,0.0019017527119782323,0.096278029424317291,0.082531207600028689,0.099869390048403742,0.15272033014500958,0.2167446183269125,0.20217706923701717,0.24256770569750419,0.19871185748779485,0.23275802109705157,0.24974285828421083,0.23145016472011237,0.23268073428348146,0.30785338138914886,0.26925975644057765,0.2325944656907083,0.32777833608369145,0.39648814349691652,0.41574477164703083,0.38801780907947581,0.44607448962281848,0.37888294824168589,0.64569636420553311,0.53167834759781996,0.66042159113701127,0.75466398950988811,0.74839531595844833,0.73531754840685493,0.8585072371543071,0.86489821341085893,0.90939171095688243,0.90915316889064135,0.92185257857347414,0.98055736719462139,0,1,2,3,4,5,6,7,0,0,1,0,0,0,6,0,0,0,7,1,0,0,3,0,0,0,5,0,0,0,5,0,0,0,3,0,1,1,8,1,4,4,11,1,5,11
1,4,0,3,5,6,39,20,13,36,16,2,21,30,31,15,14,17,18,28,32,24,19,10,35,34,38,33,9,26,23,7,11,25,29,22,12,37,27,8,0.0,0.0,0.0,0.0,0.0,0.1379999999999999,0.1205,0.40674999999999994,0.73999999999999999,0.92425000000000002,0.75,0.63024999999999998,0.40024999999999999,0.030249999999999999,0.9335,0.79149999999999998,0.20349999999999999,0.68325000000000002,0.92400000000000004,0.59824999999999995,0.28125,0.082750000000000101,0.84624999999999995,0.65700000000000003,0.14524999999999999,0.45850000000000002,0.12349999999999994,0.85175000000000001,0.30349999999999999,0.9205000000000001,0.90874999999999995,0.01325,0.64100000000000001,0.29025000000000001,0.7902499999999999,0.25800000000000001,0.55649999999999999,0.078,0.92575000000000007,0.14424999999999999,0.01240428627875545,0.0066578648214996594,0.0023334241660537547,0.46461720862903366,0.00012774036798024468,0.8270329097549618,0.14129203347372987,0.55336712850647252,0.77102771174097096,0.92827577735475186,0.86312329556208911,0.50429850611018279,0.32416516092052822,0.25469960315287493,0.89994690291927726,0.30614687637225035,0.28356138704062117,0.84228131592106725,0.98942992985163691,0.53518042420426193,0.026450924310070168,0.16075513680908338,0.71311458123873606,0.91773345496410341,0.18673078401851043,0.20393480521540522,0.39860889187392523,0.51666729206008433,0.59689166376681546,0.94377436851997587,0.55521906816952715,0.22284355231373018,0.96660360219025243,0.20956313071748281,0.68662040127002144,0.31457926860224972,0.21926217572132178,0.23390742771613482,0.31879643472288038,0.13576787932586903,4.0115002153233874e-58,1.4789796487712224e-28,3.005356253048881e-12,4.196580603883763e-08,3.0343228160903837e-08,0.0044748514056554226,0.0051289335927054876,0.024834682052922163,0.051678374765783221,0.055833494219010078,0.10306943925614978,0.15217834914509051,0.1317605832789128,0.29611692243687715,0.26447235519260337,0.26277447900008666,0.2143011194292721,0.32222299542021615,0.31713619122966352,0.33284918975033384,0.39740008824598894,0.44732627718654727,0.47990467392139724,0.51991925085869273,0.59423746994840387,0.5991323074235646,0.66752942624490741,0.65483992440238525,0.6976359772043611,0.68645122870398589,0.69032663711291009,0.80457652268886937,0.830195316435141,0.85215702652131575,0.85992833591971363,0.84227417899290036,0.88173300324735837,0.95482615466062826,0.96941715210291024,0.96438545101372741,0,1,2,3,4,5,6,12,0,0,3,0,0,0,5,0,2,0,8,0,0,0,3,0,0,0,5,0,0,0,5,0,0,0,3,0,1,0,7,0,6,1,13,1,0,4
