var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20,var_21,var_22,var_23,var_24,var_25,var_26,var_27,var_28,var_29,var_30,var_31,var_32,var_33,var_34,var_35,var_36,var_37,var_38,var_39,var_40,select_1,select_2,select_3,select_4,select_5,select_6,select_7,select_8,select_9,select_10,select_11,select_12,select_13,select_14,select_15,select_16,select_17,select_18,select_19,select_20,select_21,select_22,select_23,select_24,select_25,select_26,select_27,select_28,select_29,select_30,select_31,select_32,select_33,select_34,select_35,select_36,select_37,select_38,select_39,select_40,saturated_1,saturated_2,saturated_3,saturated_4,saturated_5,saturated_6,saturated_7,saturated_8,saturated_9,saturated_10,saturated_11,saturated_12,saturated_13,saturated_14,saturated_15,saturated_16,saturated_17,saturated_18,saturated_19,saturated_20,saturated_21,saturated_22,saturated_23,saturated_24,saturated_25,saturated_26,saturated_27,saturated_28,saturated_29,saturated_30,saturated_31,saturated_32,saturated_33,saturated_34,saturated_35,saturated_36,saturated_37,saturated_38,saturated_39,saturated_40,nominal_1,nominal_2,nominal_3,nominal_4,nominal_5,nominal_6,nominal_7,nominal_8,nominal_9,nominal_10,nominal_11,nominal_12,nominal_13,nominal_14,nominal_15,nominal_16,nominal_17,nominal_18,nominal_19,nominal_20,nominal_21,nominal_22,nominal_23,nominal_24,nominal_25,nominal_26,nominal_27,nominal_28,nominal_29,nominal_30,nominal_31,nominal_32,nominal_33,nominal_34,nominal_35,nominal_36,nominal_37,nominal_38,nominal_39,nominal_40,active_1,active_2,active_3,active_4,active_5,active_6,active_7,completion_index,simple_saturated_V_var,simple_saturated_V_model,simple_saturated_R,simple_saturated_screen,simple_selected_V_var,simple_selected_V_model,simple_selected_R,simple_selected_screen,simple_nominal_V_var,simple_nominal_V_model,simple_nominal_R,simple_nominal_screen,strong_saturated_V_var,strong_saturated_V_model,strong_saturated_R,strong_saturated_screen,strong_selected_V_var,strong_selected_V_model,strong_selected_R,strong_selected_screen,strong_nominal_V_var,strong_nominal_V_model,strong_nominal_R,strong_nominal_screen,forward_saturated_V_var,forward_saturated_V_model,forward_saturated_R,forward_saturated_screen,forward_selected_V_var,forward_selected_V_model,forward_selected_R,forward_selected_screen,forward_nominal_V_var,forward_nominal_V_model,forward_nominal_R,forward_nominal_screen,knockoff_V,knockoff_R
1,6,3,5,0,4,2,37,8,17,11,10,33,9,38,32,7,24,19,13,28,26,36,29,39,25,12,30,15,35,34,22,27,21,20,31,14,16,18,23,0.0,0.0,0.0,0.0,0.0,0.0,0.068500000000000005,0.094999999999999973,0.44974999999999998,0.10650000000000004,0.80099999999999993,0.82450000000000001,0.12224999999999997,0.81475000000000009,0.98850000000000005,0.40274999999999994,0.78950000000000009,0.20124999999999993,0.62474999999999992,0.24174999999999991,0.54099999999999993,0.74124999999999996,0.44700000000000006,0.09425,0.87175000000000002,0.8105,0.088499999999999995,0.88050000000000006,0.097250000000000003,0.47525000000000001,0.79449999999999998,0.26774999999999993,0.98124999999999996,0.54350000000000009,0.28825000000000001,0.95724999999999993,0.85750000000000004,0.39124999999999999,0.99875000000000003,0.29749999999999999,2.2204460492503131e-16,2.4071922233304122e-10,7.281241163337171e-07,0.020102237758919062,0.11174352780502747,0.00016363902895122351,0.011947401708689354,0.91688433041189388,0.89920957026035131,0.49245637517464624,0.81303933276170492,0.77604893145480958,0.39294007424323452,0.91503641754326526,0.54856551730249148,0.94219510507417836,0.44864342042422445,0.20780757764942237,0.36383034926442082,0.68851550327435551,0.95853926272647039,0.83016926257291757,0.99752099563839103,0.54674906449310212,0.74777257770483008,0.98832179230645345,0.42176444950651226,0.51124228075439704,0.59321042440935912,0.21399301390122666,0.93659985681307278,0.37183732788850277,0.54942463491142846,0.25612773372218167,0.4514849829016942,0.75611833751964164,0.38632035091278644,0.40393704436890165,0.52069241498121777,0.29984026511136114,1.1235678806398088e-86,3.3632402654223833e-34,1.0988951203452803e-17,2.0523410987951002e-11,3.7712799745293021e-08,1.127959981224482e-06,0.0010424912792454731,0.11523633047055043,0.13305301842185971,0.24924283538136383,0.221416591270443,0.25207683438406603,0.32272563098621732,0.29832329846347883,0.33534511949384238,0.33377906287718495,0.40762319115873435,0.31672569434187414,0.38393055604199244,0.43723529432119335,0.46397461155041253,0.48843558189811087,0.49858618547455025,0.57723128671777735,0.55295782463180121,0.57962403718106248,0.66503904589465901,0.67531668373495357,0.75876952616951499,0.7764444899970202,0.78266299452447441,0.79890435026458018,0.82297265861995372,0.87186305181713775,0.87513458049548731,0.89814111034456745,0.90328999344890382,0.92004417627056179,0.95284875542834446,0.96042782612352418,0,1,2,3,4,5,6,7,0,0,4,0,0,0,6,0,0,0,7,1,0,0,3,0,0,0,6,0,0,0,6,0,0,0,7,1,1,1,8,1,2,2,9,1,1,5
0,3,4,2,5,1,6,13,23,27,26,18,34,9,39,33,11,17,31,36,29,7,22,35,14,8,21,37,32,24,15,28,19,20,12,16,30,25,10,38,0.0,0.0,0.0,0.0,0.0,0.023749999999999938,0.011500000000000066,0.93999999999999995,0.11475,0.57750000000000001,0.086000000000000076,0.00049999999999994493,0.90774999999999995,0.038249999999999895,0.95524999999999993,0.76774999999999993,0.97999999999999998,0.44625000000000004,0.27800000000000002,0.85224999999999995,0.1515,0.65999999999999992,0.99350000000000005,0.73550000000000004,0.96025000000000005,0.23999999999999999,0.93074999999999997,0.94750000000000001,0.015249999999999986,0.10650000000000004,0.33624999999999994,0.3859999999999999,0.28475,0.65799999999999992,0.90775000000000006,0.87524999999999997,0.68925000000000003,0.24500000000000011,0.031500000000000083,0.14850000000000008,2.2426505097428162e-14,2.9420910152566648e-13,0.22396222363141627,0.051823711565433861,0.16217265995036678,0.50578562357895074,0.008779301221910174,0.66641731136058768,0.013050245234306406,0.21123077648062044,5.9836124489232034e-05,0.00020271809291316778,0.88648027714543365,0.042442006632610552,0.72055595138345918,0.57708503047670412,0.52188773222120144,0.16051686315145086,0.26353457391763097,0.88335230948634391,0.27406640664900206,0.69697647747316704,0.67678418557700593,0.69342409705881392,0.28889292296362434,0.26729621364997891,0.82171818754849468,0.28431064882840462,0.29923302178053746,0.17514331708386122,0.63293862674959467,0.9074298463787861,0.56993154074929686,0.64421180698228908,0.88757007478349126,0.87495526204965124,0.76716514104554379,0.92486918569558685,0.21155438156749051,0.14544209321527846,5.790634827796975e-74,2.0291872940901759e-33,1.2066320218997759e-11,5.4398344345189174e-09,1.29823369620723e-05,0.00052402230974113787,0.00074189840580110708,0.026974345229725312,0.11516799106473213,0.07617193441701324,0.20999999459766117,0.16468804891698652,0.19712013518828864,0.24345515510772286,0.28083670735938004,0.24169479613403755,0.40217135835388684,0.3689456798452635,0.34475651822742359,0.40229109044737144,0.46220751188749254,0.44978939662980233,0.44220396623283276,0.46736793079118333,0.44632503674752388,0.44321031942427047,0.52386283082476925,0.607077109813424,0.72520950952657692,0.77641161015433124,0.71744018977700508,0.76741365502210557,0.74306029691423647,0.76715883790170269,0.78958757500459065,0.86936081783780617,0.89042668637242373,0.95161957739062952,0.99520122014260792,0.99966548145829526,0,1,2,3,4,5,6,7,0,0,2,0,0,0,7,1,1,0,8,1,0,0,3,0,0,0,5,0,0,0,5,0,0,0,2,0,0,0,7,1,4,4,11,1,0,4
2,6,3,1,5,4,0,39,35,18,13,33,20,7,16,8,19,30,14,12,23,36,34,29,21,11,32,28,10,9,38,31,37,24,25,27,15,22,26,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50750000000000006,0.16025,0.61424999999999996,0.91175000000000006,0.081499999999999906,0.58125000000000004,0.51800000000000002,0.35699999999999998,0.77925,0.59350000000000003,0.50324999999999998,0.35400000000000009,0.24275000000000002,0.80200000000000005,0.16025,0.69300000000000006,0.59550000000000003,0.91974999999999996,0.106,0.49625000000000008,0.021250000000000002,0.75024999999999997,0.6492500000000001,0.64675000000000005,0.50499999999999989,0.73625000000000007,0.36975000000000002,0.69550000000000001,0.98499999999999999,0.95350000000000001,0.059250000000000025,0.78725000000000001,0.82850000000000001,2.2204460492503131e-16,0.059492585980381651,0.25309045033482747,0.090959223676265522,0.067669967654020668,0.87953786338760476,0.00039432360646363129,0.70946667167376631,0.46075778883684909,0.44654313005250579,0.37327794397241054,0.36948105824399402,0.56464144514148507,0.95251585348531842,0.19703544209072588,0.85916828421467151,0.68193845691830957,0.88459451099168263,0.16090900641205552,0.19893389176530385,0.61797298977734505,0.039014848329332441,0.45565782801981003,0.38086939607305681,0.45745114648360546,0.34498788846523154,0.21473042570060796,0.025127143831783098,0.74053930201982188,0.70044416279823252,0.41475987670475567,0.57350605110138297,0.55370724598960386,0.29260739107700173,0.72097139501902374,0.80420841353902772,0.10024243755342127,0.10037235918946008,0.64363826168124505,0.88559948751190865,5.336120022851572e-92,7.6721228857918954e-28,3.5258157061736427e-17,5.1325695351708637e-12,2.8036503593060708e-10,4.5728649326797728e-08,1.3588071233678538e-06,0.00813497166996454,0.0071550915024335415,0.026417156558191369,0.042883408958787381,0.17886833548203562,0.1514242921533385,0.21471955720788838,0.27401196189723476,0.22481790344548369,0.18419974436012232,0.21299855198707818,0.29992333212847677,0.2993808577895456,0.33390929178400486,0.43893393151932947,0.4522931200135305,0.44274356790250469,0.40371227417299516,0.52713830666436567,0.54607388221859088,0.54081973251037985,0.53684322082261615,0.56364787552761997,0.55564555570988516,0.6619954900538334,0.67346244877280115,0.70211989383154383,0.71917156314485697,0.72785491835299609,0.74909801452095726,0.78112412158753441,0.81922126558040531,0.91747146350500941,0,1,2,3,4,5,6,7,0,0,1,0,0,0,7,1,4,0,11,1,0,0,1,0,0,0,7,1,0,0,7,1,0,0,2,0,0,0,7,1,7,7,14,1,1,6
1,6,5,3,0,4,2,23,13,27,26,30,33,18,28,9,21,32,22,15,8,7,29,17,16,20,38,36,12,10,34,35,31,11,37,24,25,14,19,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0012499999999999734,0.27275000000000005,0.06150000000000011,0.48175000000000001,0.2475,0.54625000000000001,0.90000000000000002,0.18124999999999999,0.10349999999999999,0.93374999999999997,0.53449999999999998,0.36299999999999999,0.38175000000000003,0.82450000000000001,0.51449999999999996,0.54700000000000004,0.23949999999999999,0.10200000000000009,0.46999999999999997,0.40525000000000011,0.95124999999999993,0.70074999999999998,0.4524999999999999,0.46649999999999991,0.67425000000000002,0.52349999999999997,0.29349999999999998,0.56200000000000006,0.62924999999999998,0.84874999999999989,0.72075,0.27350000000000008,0.39174999999999999,0.52949999999999997,2.2204460492503131e-16,0.0041788071366359869,0.10477427840125508,0.12807092300698564,0.0003796887138909355,0.093473019021538928,0.11713664791556133,0.052825193735313025,0.48285335537699514,0.22916822041328777,0.43372147628600088,0.74033554593676831,0.76705208046390538,0.068663323223562417,0.26017172235842068,0.94259279250380446,0.71564335361318765,0.41770635180747928,0.48155354331770694,0.98952923654356961,0.40134943045220806,0.83998640860698259,0.15344685950806136,0.3199332466112097,0.34028148164619143,0.73894045514372797,0.92787116200974085,0.38340284790530155,0.86536536139068554,0.86869521546716366,0.96973940742468034,0.65637190136974666,0.25112706732221013,0.78671044600787843,0.46685169334828208,0.97574875922933135,0.54150098379593703,0.18194213836154249,0.78534166085257462,0.51121894952316782,4.1476743389334432e-68,7.6259752755960494e-25,2.2846161973171775e-15,2.0028044232055048e-11,7.1229462919178847e-10,7.4143619663991118e-06,0.0001807827062004104,0.0053333584676638901,0.13571505010697563,0.15088966646507748,0.12428845925449937,0.15960085291283344,0.17317972027950757,0.25557840302577473,0.22499597051590003,0.21755186999845455,0.29065051844810641,0.34337218278895587,0.39012167965935418,0.41714043076084706,0.36749902475005991,0.394328355091349,0.33082228806025793,0.54998591411671183,0.45074079959446778,0.59923604948370102,0.60941934182362112,0.6369126165096608,0.63968597663849946,0.66612473380265214,0.70799871745434961,0.64885616441330529,0.59287248268517212,0.71026881895992888,0.75470545712535475,0.80002945562353656,0.84584219421063889,0.86506850227241072,0.93512295774496312,0.98401143560520743,0,1,2,3,4,5,6,7,0,0,2,0,0,0,7,1,1,0,8,1,0,0,2,0,0,0,6,0,0,0,6,0,0,0,3,0,2,2,9,1,4,4,11,1,2,7
6,5,4,3,2,0,19,32,1,18,17,7,21,22,26,16,33,28,27,10,20,8,35,23,25,37,13,29,24,36,9,34,12,39,38,14,31,15,30,11,0.0,0.0,0.0,0.0,0.0,0.0,0.62200000000000011,0.38100000000000001,0.79974999999999996,0.3015000000000001,0.026499999999999968,0.18924999999999992,0.97899999999999998,0.27400000000000002,0.55249999999999999,0.6339999999999999,0.68325000000000002,0.57699999999999996,0.99875000000000003,0.12875,0.30249999999999999,0.23649999999999993,0.42074999999999996,0.29475000000000007,0.053500000000000103,0.4850000000000001,0.18924999999999992,0.33174999999999999,0.051500000000000101,0.051999999999999998,0.65650000000000008,0.17374999999999999,0.61724999999999997,0.028500000000000001,0.95974999999999999,0.32325000000000004,0.81899999999999995,0.97799999999999998,0.38274999999999998,0.3735,2.2204460492503131e-16,0.0014668274655225133,0.34173235575105188,0.91108002637612628,0.0050058709698244108,2.3312359687110984e-06,0.78089458789864086,0.24486079236411307,0.52933295954953663,0.21236946195985862,0.21132919468338596,0.17788110382323241,0.48401466914314922,0.51838655161116487,0.29154121571065206,0.82504208164628945,0.85637849884369754,0.58352867475421411,0.45777027714101048,0.67556165653845668,0.83162396272466199,0.73146256836272161,0.84460475119665013,0.073809830850021907,0.031221919750004101,0.62876802574460167,0.78777391236347238,0.75124918132877561,0.71695806881255586,0.4291621597962656,0.80997840131562215,0.30442249990890669,0.21835743530132326,0.23131892708929033,0.59906854466287474,0.45847137757148304,0.86659697485406129,0.63475241119322368,0.75452685338068848,0.37570999580854353,1.3395292651482486e-104,3.08890227877669e-32,2.1156083849233657e-18,3.868378545421976e-14,2.3280675118918058e-11,1.0140799844080814e-08,0.012500033998942279,0.012912313566435225,0.051393713338469538,0.044477480805711581,0.1871193814585328,0.082024717020117849,0.16196121146918263,0.19925411756373224,0.16270281083788363,0.33849410251397927,0.34332310502498931,0.35731070940806242,0.3944838734428977,0.47479012182489055,0.53679884222357221,0.57322354995727209,0.56934388279042736,0.65568194341148622,0.57817647628464175,0.66943411269668707,0.72322747346078509,0.75193141394460494,0.79575904000611986,0.83717952934792583,0.84423629406102252,0.8892887171518129,0.89118032680750525,0.93601187089558169,0.94708663088206257,0.9628624102308454,0.96596529270796916,0.97109348692542763,0.98550393519388413,0.99716330201913794,0,1,2,3,4,5,6,9,0,0,2,0,0,0,6,0,2,0,8,0,0,0,2,0,0,0,6,0,0,0,6,0,0,0,2,0,0,0,6,0,6,4,13,1,1,1
5,3,0,6,1,2,4,8,28,37,24,13,22,19,11,9,10,26,36,15,20,14,18,29,7,12,39,38,33,25,16,35,27,17,34,31,32,30,23,21,0.0,0.0,0.0,0.0,0.0,0.00075000000000002842,0.29000000000000004,0.873,0.068249999999999922,0.69500000000000006,0.19475000000000001,0.39974999999999999,0.79075000000000006,0.80525000000000002,0.64524999999999999,0.46899999999999997,0.67674999999999996,0.30574999999999997,0.82250000000000001,0.02574999999999994,0.63324999999999998,0.37874999999999992,0.19225000000000003,0.96325000000000005,0.84175,0.26250000000000001,0.26849999999999996,0.65649999999999997,0.32750000000000001,0.46300000000000002,0.87050000000000005,0.50624999999999998,0.054999999999999938,0.54449999999999998,0.25524999999999998,0.93999999999999995,0.6160000000000001,0.92500000000000004,0.6905,0.50675000000000003,2.2204460492503131e-16,0.0019399989953610142,0.16574213731635412,0.66656896810329536,0.015464968048137573,0.031882155779763943,0.94432450350826813,0.1443629811503345,0.12964027578343873,0.21639179044920565,0.14610135093147283,0.88058531614978619,0.69288943917297763,0.62029786876428616,0.8144926762089969,0.3514190945643077,0.94798550199237686,0.58322922305924196,0.34645017526265542,0.040389906184144175,0.400067683872598,0.39029435513429034,0.11066261504284092,0.96562307947830905,0.56722158143242329,0.36743720685187237,0.26892923712412053,0.32793735059192908,0.82687437379532125,0.13804605918275067,0.53062715359425106,0.94251365409651866,0.04263913159787136,0.92231085103602484,0.53240526504576535,0.81979091194215115,0.67180508908526271,0.83792522064561525,0.93044032303723823,0.50636558927871733,2.7779116238501968e-102,2.561517097470894e-29,1.0183441729287743e-16,8.1893125095896038e-10,3.3373737105353988e-08,1.3508375680212164e-05,0.0044297238882510413,0.039575940170905335,0.048720318294350168,0.075687589886526324,0.14717434476971511,0.17813566076413234,0.22128948417551275,0.22277570320187945,0.22871735437268892,0.26781041348013657,0.36769305320362622,0.30564361605888835,0.34356743467882478,0.49822378491672081,0.50305952475410254,0.47566894452785335,0.53688862993122688,0.57105049451908096,0.58174390172575885,0.54422437021382442,0.55275091661677522,0.64304715438929738,0.68192927801718395,0.72708836026911006,0.69915964308083445,0.71251296356259974,0.63555432751971641,0.76797234772548184,0.84255541660719524,0.84919598757188619,0.87238140657346985,0.89039796160412366,0.89310829832126759,0.90670278781236524,0,1,2,3,4,5,6,7,0,0,2,0,0,0,6,0,2,0,9,1,0,0,2,0,0,0,5,0,0,0,5,0,0,0,2,0,0,0,7,1,5,5,12,1,2,8
6,2,1,0,3,4,5,14,7,37,31,33,29,24,8,13,20,23,34,11,36,25,17,38,9,21,12,18,30,39,26,19,15,28,35,32,10,16,27,22,0.0,0.0,0.0,0.0,0.0,0.0055000000000000604,0.012499999999999956,0.86650000000000005,0.83400000000000007,0.1107499999999999,0.83850000000000002,0.46375000000000011,0.94699999999999995,0.41175,0.71924999999999994,0.56200000000000006,0.9415,0.50075000000000003,0.85424999999999995,0.45874999999999999,0.14300000000000002,0.080500000000000016,0.59450000000000003,0.061250000000000027,0.59674999999999989,0.89575000000000005,0.61550000000000005,0.32250000000000001,0.57099999999999995,0.59199999999999997,0.93374999999999997,0.040249999999999897,0.64599999999999991,0.96050000000000002,0.096750000000000003,0.86024999999999996,0.004250000000000087,0.062000000000000055,0.53374999999999995,0.56275000000000008,0.0003102542939545927,2.1577565285424427e-05,0.16348822397743468,2.0611068491938056e-06,0.0047560290501460489,0.26514016285951425,0.014915559443504645,0.97644792797559421,0.43904491462722428,0.46769216468842445,0.92599350517852974,0.44455683981520489,0.62327408630318371,0.89294219736092773,0.55475060927253539,0.77394057394096205,0.68495747616070823,0.42290018740140167,0.13727798627642812,0.45389777549363042,0.10719499990279036,0.40970526171742372,0.20597897955684341,0.12917802424724445,0.52081196520859963,0.74017821987127697,0.34112815768877192,0.5893182175267585,0.40706005903365172,0.46305019495014643,0.57476245384177749,0.16345416155566772,0.23629098122409814,0.93824868842881082,0.11960250695695317,0.42051432366296582,0.0065485211821803002,0.15813985773378025,0.75950286676426049,0.5464546090984872,7.6526670219034055e-94,3.6402675975445493e-41,1.8364669202657878e-18,4.7344193704284795e-15,6.8343006854342922e-08,6.2948526837083393e-05,0.00025345479891101164,0.033836702019196717,0.068568395387444164,0.15968831986392384,0.18984904073058584,0.13104520868975622,0.24191924076713178,0.20536875472307525,0.33704794086393863,0.33206972048608241,0.25813112231696,0.32643007723448936,0.35108172166450968,0.37855768015745306,0.37524122757055867,0.47922994331280888,0.47503049473772518,0.44705549591571681,0.47040319825940802,0.50040748246195998,0.58244866940273976,0.61500965182562983,0.65822239918775471,0.69348583231624983,0.68659490145450963,0.79668060949437436,0.79097976790925772,0.78411022571186051,0.82107133951043176,0.8680118126450016,0.96970389491163334,0.97122987013806494,0.97849682671732652,0.98399351624196274,0,1,2,3,4,5,6,7,0,0,2,0,0,0,7,1,1,0,8,1,0,0,4,0,0,0,5,0,0,0,6,0,0,0,5,0,0,0,7,1,4,4,11,1,6,12
0,1,4,2,5,6,3,33,18,39,21,22,8,35,36,15,37,29,12,25,26,31,19,17,16,13,7,20,38,11,24,10,32,23,30,27,28,9,34,14,0.0,0.0,0.0,0.0,0.0,0.0,0.039500000000000091,0.99625000000000008,0.46325,0.53174999999999994,0.2145,0.9557500000000001,0.58824999999999994,0.46650000000000003,0.75649999999999995,0.67274999999999996,0.4890000000000001,0.58000000000000007,0.83750000000000002,0.73199999999999998,0.77524999999999999,0.0042500000000000003,0.012,0.64700000000000002,0.37250000000000005,0.61399999999999999,0.8307500000000001,0.12475,0.3992500000000001,0.83125000000000004,0.1915,0.34125000000000005,0.88624999999999998,0.85575000000000001,0.5645,0.51124999999999998,0.878,0.25424999999999998,0.84775,0.50349999999999995,0.22436730691585294,1.8646432168978322e-05,0.29375332901817797,0.76502131677843344,0.0016605663926330116,6.3165823204425209e-05,0.030032545842488823,0.54962237561324345,0.95355141401049304,0.37884331151201378,0.59164227810698711,0.73272903717501014,0.24802939516720657,0.88066772072668253,0.76464295358162127,0.87789100516487573,0.3455144986803087,0.83050865958702125,0.70391637600959212,0.42679279934701442,0.48573289533260455,0.0035880972733473653,0.011308544646293293,0.81633751018365874,0.48316988630939317,0.19167471565679664,0.61197312665958847,0.18415904124339141,0.51965872580263905,0.69005346163811698,0.28713245507478136,0.52854956968359446,0.85938323971023522,0.76829316302786377,0.50532634710096591,0.31713856835892784,0.42770185756975776,0.24973426912006208,0.89207457679649504,0.52467060612451488,1.0513336862643799e-91,1.9386753803802104e-33,1.1064033221355448e-18,4.4249666263045427e-14,1.1840682506500704e-11,9.001817737186227e-09,0.00091214164306458346,0.020697972677115147,0.074278357750246077,0.12744703165427412,0.072634009931188209,0.11129068309167947,0.17417615849780277,0.22487543086100559,0.28152843412842476,0.34662843745289895,0.31887821013453121,0.36945983540360616,0.35645136037758685,0.36591939149869812,0.49249719986927831,0.61683496788626391,0.5464367438122153,0.56521440221655062,0.64178699487243107,0.67966237640796412,0.67326812323259921,0.64943387223301685,0.62921843901752395,0.67434410348976292,0.73658556368183126,0.75312327357011633,0.75246544925318692,0.78156116450607904,0.83927850352645472,0.86488875673846544,0.87881653727693054,0.88060402824412343,0.9185435164492638,0.98274349480118661,0,1,2,3,4,5,6,7,0,0,0,0,0,0,7,1,1,0,8,1,0,0,2,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,7,1,6,6,13,1,0,2
1,4,3,5,2,6,0,14,17,7,26,38,16,10,37,9,30,39,28,31,12,22,32,15,33,36,20,18,8,27,13,29,25,34,21,35,19,11,24,23,0.0,0.0,0.0,0.0,0.0,0.0,0.028250000000000108,0.499,0.14500000000000002,0.70324999999999993,0.69199999999999995,0.33050000000000002,0.24274999999999999,0.06150000000000011,0.93049999999999999,0.58025000000000004,0.70350000000000001,0.52649999999999997,0.1765000000000001,0.2430000000000001,0.17575000000000007,0.61224999999999996,0.1725000000000001,0.35199999999999998,0.061499999999999999,0.53974999999999995,0.90149999999999997,0.01575,0.56999999999999995,0.8992500000000001,0.5645,0.47975000000000001,0.48525000000000001,0.82125000000000004,0.89924999999999999,0.83574999999999999,0.55099999999999993,0.40375000000000005,0.97799999999999998,0.96299999999999997,1.5193623217335528e-06,0.016732108518341171,0.00014965363924912545,5.0555575747956993e-07,0.28680498686330114,0.0038188810937369588,0.11900963521308472,0.33454749857091293,0.10258844583288118,0.94112712283720024,0.40798149907883285,0.51229671745034766,0.030457419106407799,0.15532299108419467,0.53997653684954827,0.85576818020630052,0.81779286722763866,0.16631620723069429,0.30624800628869164,0.16201257083860909,0.39090069255812954,0.36852796461686554,0.34048617663831116,0.050208797237055514,0.07480625278410527,0.34873670431011394,0.040433568098670492,0.016979763739637121,0.85487980420818421,0.65088685920150224,0.46254709856447229,0.80473118315013037,0.66990239271258312,0.89615542444094276,0.57624974661579609,0.76934724750154837,0.96771486625997083,0.51925858232563682,0.92866918236573748,0.95106417342888849,1.9768798055492198e-60,3.6401879661526308e-34,7.8424218244251661e-24,3.021557919639579e-16,6.1646383382925379e-08,5.4745962239544454e-07,0.00032984733947315908,0.010161896874587788,0.01776875622790931,0.050404498082960165,0.13970758023883148,0.13673060494195904,0.20042956730150518,0.19536704842445174,0.18633951444581398,0.26786666144732285,0.23468730338570276,0.29850809384998411,0.24691225843745734,0.26655296663182526,0.37191240425424554,0.38298326309355513,0.47343110431142799,0.51166525683367414,0.46656350353317522,0.48056011552267119,0.61464153820144007,0.57261927181281613,0.63475071367784563,0.72529161005815745,0.77185263380021418,0.77544610795746727,0.80569158017634168,0.83822896379293588,0.83551331959327146,0.87236744950654876,0.89263696005165327,0.93582947227106239,0.94805993454590742,0.97202360626575768,0,1,2,3,4,5,6,7,0,0,4,0,0,0,7,1,2,0,9,1,0,0,4,0,0,0,6,0,0,0,6,0,0,0,4,0,0,0,7,1,6,6,13,1,2,8
28,2,4,1,0,6,3,5,34,13,21,10,25,24,29,20,36,38,7,8,31,30,15,9,33,26,19,12,11,35,16,37,23,22,14,39,17,18,32,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016250000000000098,0.84524999999999995,0.51649999999999996,0.03224999999999989,0.749,0.376,0.17224999999999999,0.41625000000000001,0.55875000000000008,0.51349999999999996,0.19999999999999996,0.34299999999999997,0.40400000000000003,0.1652499999999999,0.59749999999999992,0.26049999999999995,0.90924999999999989,0.61874999999999991,0.33899999999999997,0.99724999999999997,0.89900000000000002,0.80100000000000005,0.17524999999999991,0.13024999999999998,0.14749999999999996,0.22550000000000003,0.89624999999999999,0.76675000000000004,0.59650000000000003,0.076749999999999999,0.18074999999999999,0.69899999999999995,0.52524999999999999,0.00018730173363246116,2.4440808866543762e-05,0.8803169222225532,1.276693204266266e-05,0.85602162320704944,0.56420210354354206,0.0024003331619906199,0.028866385852950982,0.55458551447627324,0.6218388902519667,0.29318789924177935,0.098609272512587109,0.66144856172692479,0.20763375171830439,0.5043802190865998,0.3908280981147485,0.56542807136036766,0.53393385987957731,0.50774976313218012,0.2623278313254922,0.094971188067436874,0.72893768186101182,0.58561344176780072,0.77590914088675222,0.51208081594057864,0.40575150270235794,0.92958128582519572,0.75327581059993665,0.22297590021218622,0.78139560553802023,0.089447472862025146,0.6259794753469814,0.58120381421553047,0.83355676409814783,0.79239048961208169,0.079550769865499138,0.038634579644463256,0.46645434079047893,0.52656178620010596,0.50034258707235058,1.885394837633981e-73,5.2595049674403902e-34,6.8170644890611711e-21,2.9263169362791647e-17,7.520366632355205e-08,1.8847313447962585e-06,3.990784314137892e-08,0.00032794285843729771,0.023802028900099814,0.064989728194071061,0.26233465434429681,0.2542593215717619,0.20813027721076427,0.20750168480260567,0.24828620965826798,0.29197346946840441,0.30290429014593279,0.24164156173333684,0.19960268678708515,0.13808446299745192,0.16327759153982824,0.38648944860635337,0.5688517289509547,0.54349071944031446,0.47783132299529518,0.47396125037118009,0.53426246767586694,0.57614552748638181,0.60516142014033303,0.65679185227518222,0.60143354559642914,0.73911805602786296,0.79888215908194193,0.76972955733515458,0.79734015318839946,0.87828938085748498,0.87510735902830894,0.94369123302928404,0.96312380517316121,0.97112171672697656,0,1,2,3,4,5,6,8,1,0,2,0,1,0,8,1,2,0,9,1,1,0,4,0,1,0,7,0,1,0,7,0,1,0,2,0,1,0,8,1,4,3,11,1,4,10
